/* DATA DESCRIPTION:
Citation:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2009): (Supplement 2) EDC gas chronologies for the different scenarios 1 to 4 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.711012
Related to:	Loulergue, Laetitia; Parrenin, Frédéric; Blunier, Thomas; Barnola, Jean-Marc; Spahni, Renato; Schilt, Adrian; Raisbeck, Grant M; Chappellaz, Jérôme A (2007): New constraints on the gas age-ice age difference along the EPICA ice cores, 0-50 kyr. Climate of the Past, 3, 527-540, https://doi.org/10.5194/cp-3-527-2007
	Parrenin, Frédéric; Barnola, Jean-Marc; Beer, Jürg; Blunier, Thomas; Castellano, Emiliano; Chappellaz, Jérôme A; Dreyfus, Gabrielle; Fischer, Hubertus; Fujita, Shuji; Jouzel, Jean; Kawamura, Kenji; Lemieux-Dudon, Bénédicte; Loulergue, Laetitia; Masson-Delmotte, Valerie; Narcisi, Biancamaria; Petit, Jean Robert; Raisbeck, Grant M; Raynaud, Dominique; Ruth, Urs; Schwander, Jakob; Severi, Mirko; Spahni, Renato; Steffensen, Jørgen Peder; Svensson, Anders M; Udisti, Roberto; Waelbroeck, Claire; Wolff, Eric William (2007): The EDC3 chronology for the EPICA Dome C ice core. Climate of the Past, 3, 485-497, https://doi.org/10.5194/cp-3-485-2007
Other version:	Zip archive of supplements [dataset]. https://cp.copernicus.org/articles/3/527/2007/cp-3-527-2007-supplement.zip
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 96.25 m * MAXIMUM DEPTH, ice/snow: 3256.55 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * Recovery: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	Scenario 4 is defined as the EDC3_gas_a age scale, official gas chronology for EDC that can be used for the moment, waiting on a better one. Ice chronology is EDC3 (Parrenin et al., Climate of the Past, 3, 485-497, 2007).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: based on EDC3 time scale
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 1
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 2
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 3
	Gas age [ka BP] (Gas age) * PI: Loulergue, Laetitia * COMMENT: Scenario 4, EDC3_gas_a age scale
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	28722 data points
*/
Depth ice/snow [m]	Age model [ka] (based on EDC3 time scale)	Gas age [ka BP] (Scenario 1)	Gas age [ka BP] (Scenario 2)	Gas age [ka BP] (Scenario 3)	Gas age [ka BP] (Scenario 4, EDC3_gas_a age scale)
2755.50	415.132	412.873	412.880	412.880	412.838
2756.05	415.384	413.124	413.131	413.131	413.090
2756.60	415.626	413.360	413.369	413.369	413.327
2757.15	415.875	413.606	413.616	413.616	413.572
2757.70	416.125	413.858	413.868	413.868	413.823
2758.25	416.380	414.117	414.127	414.127	414.080
2758.80	416.624	414.368	414.378	414.378	414.329
2759.35	416.874	414.630	414.638	414.638	414.587
2759.90	417.118	414.887	414.894	414.894	414.841
2760.45	417.358	415.131	415.139	415.139	415.083
2761.00	417.608	415.383	415.391	415.391	415.334
2761.55	417.860	415.634	415.642	415.642	415.585
2762.10	418.106	415.878	415.886	415.886	415.829
2762.65	418.364	416.129	416.137	416.137	416.083
2763.20	418.624	416.382	416.390	416.390	416.339
2763.75	418.889	416.641	416.649	416.649	416.601
2764.30	419.133	416.873	416.882	416.882	416.837
2764.85	419.398	417.121	417.130	417.130	417.087
2765.40	419.666	417.369	417.380	417.380	417.340
2765.95	419.929	417.612	417.624	417.624	417.587
2766.50	420.203	417.872	417.885	417.885	417.851
2767.05	420.474	418.131	418.145	418.145	418.114
2767.60	420.741	418.384	418.398	418.398	418.371
2768.15	421.013	418.638	418.652	418.652	418.629
2768.70	421.290	418.882	418.899	418.899	418.882
2769.25	421.582	419.140	419.159	419.159	419.149
2769.80	421.871	419.392	419.413	419.413	419.412
2770.35	422.171	419.662	419.683	419.683	419.691
2770.90	422.475	419.938	419.960	419.960	419.976
2771.45	422.768	420.196	420.219	420.219	420.242
2772.00	423.056	420.447	420.472	420.472	420.501
2772.55	423.359	420.717	420.745	420.745	420.780
2773.10	423.669	421.000	421.031	421.031	421.069
2773.65	423.963	421.289	421.323	421.323	421.359
2774.20	424.263	421.603	421.637	421.637	421.667
2774.75	424.536	421.920	421.953	421.953	421.969
2775.30	424.784	422.211	422.244	422.244	422.243
2775.85	425.027	422.496	422.529	422.529	422.510
2776.40	425.277	422.781	422.813	422.813	422.781
2776.95	425.537	423.073	423.105	423.105	423.062
2777.50	425.813	423.358	423.388	423.388	423.350
2778.05	426.090	423.640	423.667	423.667	423.635
2778.60	426.390	423.913	423.937	423.937	423.924
2779.15	426.715	424.198	424.221	424.221	424.224
2779.70	427.020	424.427	424.451	424.451	424.473
2780.25	427.343	424.653	424.681	424.681	424.723
2780.80	427.684	424.874	424.907	424.907	424.972
2781.35	428.065	425.120	425.159	425.159	425.254
2781.90	428.444	425.355	425.402	425.402	425.529
2782.45	428.868	425.626	425.679	425.679	425.842
2783.00	429.259	425.861	425.921	425.921	426.120
2783.55	429.718	426.132	426.201	426.201	426.441
2784.10	430.187	426.408	426.486	426.486	426.769
2784.65	430.693	426.699	426.788	426.788	427.123
2785.20	431.226	427.020	427.122	427.122	427.511
2785.75	431.767	427.352	427.469	427.469	427.918
2786.30	432.326	427.725	427.859	427.859	428.362
2786.85	432.870	428.102	428.253	428.253	428.807
2787.40	433.425	428.546	428.714	428.714	429.305
2787.95	433.969	429.000	429.185	429.185	429.809
2788.50	434.472	429.439	429.641	429.641	430.289
2789.05	435.023	429.932	430.149	430.149	430.820
2789.60	435.592	430.463	430.691	430.691	431.385
2790.15	436.141	430.987	431.224	431.224	431.934
2790.70	436.726	431.583	431.820	431.820	432.533
2791.25	437.267	432.124	432.357	432.357	433.066
2791.80	437.827	432.669	432.897	432.897	433.590
2792.35	438.423	433.226	433.450	433.450	434.154
2792.90	439.039	433.789	434.011	434.011	434.739
2793.45	439.625	434.340	434.574	434.574	435.321
2794.00	440.206	434.891	435.138	435.138	435.903
2794.55	440.798	435.500	435.743	435.743	436.491
2795.10	441.388	436.104	436.345	436.345	437.080
2795.65	441.954	436.670	436.912	436.912	437.662
2796.20	442.535	437.272	437.516	437.516	438.267
2796.75	443.120	437.915	438.161	438.161	438.892
2797.30	443.682	438.533	438.778	438.778	439.492
2797.85	444.216	439.123	439.364	439.364	440.062
2798.40	444.785	439.749	439.985	439.985	440.663
2798.95	445.342	440.365	440.594	440.594	441.250
2799.50	445.900	440.966	441.191	441.191	441.840
2800.05	446.471	441.583	441.804	441.804	442.443
2800.60	447.034	442.230	442.442	442.442	443.045
2801.15	447.536	442.805	443.009	443.009	443.584
2801.70	448.047	443.358	443.561	443.561	444.123
2802.25	448.573	443.921	444.121	444.121	444.674
2802.80	449.151	444.530	444.726	444.726	445.273
2803.35	449.719	445.111	445.303	445.303	445.853
2803.90	450.288	445.682	445.871	445.871	446.429
2804.45	450.881	446.284	446.462	446.462	447.005
2805.00	451.492	446.904	447.071	447.071	447.593
2805.55	452.042	447.406	447.581	447.581	448.121
2806.10	452.613	447.934	448.117	448.117	448.673
2806.65	453.229	448.536	448.723	448.723	449.289
2807.20	453.816	449.123	449.314	449.314	449.884
2807.75	454.400	449.733	449.926	449.926	450.490
2808.30	454.969	450.311	450.502	450.502	451.057
2808.85	455.550	450.889	451.072	451.072	451.614
2809.40	456.156	451.433	451.623	451.623	452.191
2809.95	456.813	452.007	452.207	452.207	452.816
2810.50	457.519	452.618	452.815	452.815	453.447
2811.05	458.216	453.216	453.409	453.409	454.063
2811.60	458.942	453.823	454.016	454.016	454.691
2812.15	459.652	454.419	454.617	454.617	455.317
2812.70	460.344	455.012	455.227	455.227	455.963
2813.25	461.031	455.654	455.889	455.889	456.651
2813.80	461.713	456.357	456.614	456.614	457.389
2814.35	462.350	457.065	457.328	457.328	458.089
2814.90	462.970	457.785	458.046	458.046	458.778
2815.45	463.620	458.501	458.753	458.753	459.466
2816.00	464.257	459.196	459.437	459.437	460.136
2816.55	464.951	459.894	460.125	460.125	460.821
2817.10	465.657	460.598	460.819	460.819	461.511
2817.65	466.367	461.271	461.481	461.481	462.173
2818.20	467.058	461.917	462.124	462.124	462.823
2818.75	467.740	462.540	462.756	462.756	463.477
2819.30	468.461	463.258	463.483	463.483	464.213
2819.85	469.115	463.956	464.190	464.190	464.919
2820.40	469.706	464.654	464.889	464.889	465.586
2820.95	470.337	465.417	465.650	465.650	466.303
2821.50	470.916	466.179	466.402	466.402	467.002
2822.05	471.435	466.889	467.101	467.101	467.645
2822.60	471.934	467.602	467.797	467.797	468.274
2823.15	472.392	468.246	468.425	468.425	468.843
2823.70	472.880	468.844	469.006	469.006	469.391
2824.25	473.409	469.435	469.582	469.582	469.954
2824.80	473.970	470.000	470.136	470.136	470.517
2825.35	474.576	470.584	470.708	470.708	471.094
2825.90	475.160	471.131	471.243	471.243	471.631
2826.45	475.696	471.634	471.748	471.748	472.133
2827.00	476.200	472.106	472.224	472.224	472.606
2827.55	476.679	472.626	472.759	472.759	473.135
2828.10	477.138	473.137	473.282	473.282	473.649
2828.65	477.586	473.680	473.826	473.826	474.176
2829.20	478.062	474.233	474.374	474.374	474.710
2829.75	478.562	474.777	474.902	474.902	475.232
2830.30	479.099	475.328	475.441	475.441	475.768
2830.85	479.623	475.840	475.944	475.944	476.273
2831.40	480.119	476.307	476.407	476.407	476.736
2831.95	480.605	476.756	476.856	476.856	477.185
2832.50	481.081	477.212	477.321	477.321	477.658
2833.05	481.571	477.691	477.809	477.809	478.153
2833.60	482.035	478.210	478.332	478.332	478.668
2834.15	482.489	478.725	478.848	478.848	479.171
2834.70	482.928	479.240	479.354	479.354	479.653
2835.25	483.371	479.751	479.858	479.858	480.137
2835.80	483.798	480.238	480.340	480.340	480.601
2836.35	484.225	480.720	480.818	480.818	481.065
2836.90	484.635	481.184	481.278	481.278	481.510
2837.45	485.051	481.645	481.734	481.734	481.954
2838.00	485.462	482.099	482.184	482.184	482.392
2838.55	485.870	482.540	482.622	482.622	482.822
2839.10	486.279	482.983	483.062	483.062	483.253
2839.65	486.679	483.421	483.497	483.497	483.677
2840.20	487.062	483.844	483.917	483.917	484.086
2840.75	487.444	484.269	484.340	484.340	484.497
2841.30	487.817	484.689	484.758	484.758	484.901
2841.85	488.185	485.106	485.173	485.173	485.303
2842.40	488.555	485.518	485.582	485.582	485.701
2842.95	488.889	485.891	485.952	485.952	486.061
2843.50	489.256	486.291	486.348	486.348	486.450
2844.05	489.620	486.685	486.739	486.739	486.834
2844.60	489.978	487.057	487.109	487.109	487.201
2845.15	490.338	487.425	487.474	487.474	487.565
2845.70	490.701	487.777	487.827	487.827	487.920
2846.25	491.076	488.134	488.184	488.184	488.283
2846.80	491.456	488.486	488.537	488.537	488.646
2847.35	491.845	488.843	488.895	488.895	489.013
2847.90	492.234	489.197	489.249	489.249	489.376
2848.45	492.628	489.548	489.602	489.602	489.740
2849.00	493.022	489.898	489.955	489.955	490.102
2849.55	493.416	490.249	490.310	490.310	490.465
2850.10	493.802	490.595	490.659	490.659	490.823
2850.65	494.208	490.973	491.040	491.040	491.212
2851.20	494.600	491.340	491.410	491.410	491.589
2851.75	495.001	491.722	491.794	491.794	491.978
2852.30	495.401	492.109	492.182	492.182	492.368
2852.85	495.800	492.497	492.571	492.571	492.760
2853.40	496.190	492.878	492.954	492.954	493.145
2853.95	496.584	493.264	493.342	493.342	493.535
2854.50	496.978	493.659	493.736	493.736	493.930
2855.05	497.376	494.058	494.135	494.135	494.329
2855.60	497.762	494.441	494.519	494.519	494.713
2856.15	498.157	494.833	494.911	494.911	495.106
2856.70	498.545	495.217	495.294	495.294	495.490
2857.25	498.934	495.600	495.678	495.678	495.875
2857.80	499.316	495.974	496.052	496.052	496.251
2858.35	499.694	496.340	496.418	496.418	496.620
2858.90	500.090	496.721	496.800	496.800	497.005
2859.45	500.482	497.092	497.171	497.171	497.383
2860.00	500.875	497.461	497.542	497.542	497.760
2860.55	501.269	497.824	497.907	497.907	498.133
2861.10	501.663	498.189	498.273	498.273	498.506
2861.65	502.067	498.569	498.654	498.654	498.894
2862.20	502.446	498.927	499.013	499.013	499.257
2862.75	502.832	499.294	499.383	499.383	499.629
2863.30	503.217	499.667	499.758	499.758	500.006
2863.85	503.596	500.039	500.132	500.132	500.382
2864.40	503.968	500.417	500.512	500.512	500.761
2864.95	504.346	500.806	500.902	500.902	501.149
2865.50	504.708	501.167	501.265	501.265	501.512
2866.05	505.080	501.535	501.634	501.634	501.883
2866.60	505.474	501.906	502.002	502.002	502.259
2867.15	505.875	502.285	502.379	502.379	502.644
2867.70	506.271	502.659	502.753	502.753	503.027
2868.25	506.654	503.024	503.118	503.118	503.395
2868.80	507.027	503.382	503.476	503.476	503.753
2869.35	507.396	503.733	503.828	503.828	504.104
2869.90	507.758	504.074	504.172	504.172	504.446
2870.45	508.120	504.397	504.502	504.502	504.789
2871.00	508.493	504.727	504.839	504.839	505.143
2871.55	508.902	505.108	505.221	505.221	505.540
2872.10	509.308	505.486	505.599	505.599	505.933
2872.65	509.704	505.858	505.969	505.969	506.307
2873.20	510.100	506.224	506.333	506.333	506.676
2873.75	510.487	506.571	506.679	506.679	507.028
2874.30	510.876	506.913	507.024	507.024	507.381
2874.85	511.267	507.253	507.368	507.368	507.734
2875.40	511.658	507.605	507.727	507.727	508.110
2875.95	512.049	507.960	508.091	508.091	508.496
2876.50	512.432	508.345	508.479	508.479	508.884
2877.05	512.809	508.728	508.863	508.863	509.266
2877.60	513.185	509.112	509.247	509.247	509.646
2878.15	513.563	509.502	509.636	509.636	510.030
2878.70	513.933	509.894	510.027	510.027	510.416
2879.25	514.282	510.267	510.400	510.400	510.783
2879.80	514.633	510.644	510.778	510.778	511.154
2880.35	514.989	511.038	511.171	511.171	511.536
2880.90	515.343	511.437	511.567	511.567	511.919
2881.45	515.681	511.828	511.955	511.955	512.292
2882.00	516.006	512.208	512.332	512.332	512.654
2882.55	516.329	512.578	512.699	512.699	513.009
2883.10	516.666	512.963	513.081	513.081	513.378
2883.65	516.998	513.349	513.462	513.462	513.742
2884.20	517.329	513.730	513.838	513.838	514.105
2884.75	517.637	514.081	514.185	514.185	514.443
2885.30	517.960	514.448	514.548	514.548	514.795
2885.85	518.267	514.800	514.896	514.896	515.130
2886.40	518.578	515.149	515.240	515.240	515.462
2886.95	518.885	515.490	515.577	515.577	515.787
2887.50	519.193	515.823	515.909	515.909	516.113
2888.05	519.495	516.149	516.235	516.235	516.432
2888.60	519.804	516.488	516.571	516.571	516.761
2889.15	520.111	516.823	516.904	516.904	517.086
2889.70	520.416	517.149	517.228	517.228	517.404
2890.25	520.726	517.473	517.550	517.550	517.723
2890.80	521.027	517.781	517.856	517.856	518.027
2891.35	521.353	518.112	518.186	518.186	518.356
2891.90	521.664	518.426	518.499	518.499	518.668
2892.45	521.978	518.738	518.811	518.811	518.981
2893.00	522.290	519.048	519.121	519.121	519.292
2893.55	522.610	519.341	519.415	519.415	519.592
2894.10	522.969	519.672	519.746	519.746	519.930
2894.65	523.321	519.988	520.063	520.063	520.257
2895.20	523.675	520.307	520.382	520.382	520.588
2895.75	524.022	520.619	520.697	520.697	520.914
2896.30	524.375	520.936	521.016	521.016	521.241
2896.85	524.728	521.253	521.335	521.335	521.565
2897.40	525.099	521.589	521.672	521.672	521.908
2897.95	525.452	521.907	521.992	521.992	522.234
2898.50	525.808	522.233	522.325	522.325	522.576
2899.05	526.184	522.582	522.680	522.680	522.941
2899.60	526.559	522.953	523.051	523.051	523.313
2900.15	526.935	523.325	523.423	523.423	523.685
2900.70	527.299	523.683	523.782	523.782	524.046
2901.25	527.683	524.069	524.169	524.169	524.433
2901.80	528.056	524.454	524.555	524.555	524.816
2902.35	528.422	524.832	524.933	524.933	525.188
2902.90	528.783	525.205	525.305	525.305	525.553
2903.45	529.157	525.575	525.676	525.676	525.925
2904.00	529.534	525.944	526.047	526.047	526.300
2904.55	529.939	526.314	526.417	526.417	526.681
2905.10	530.357	526.688	526.790	526.790	527.068
2905.65	530.804	527.052	527.156	527.156	527.458
2906.20	531.284	527.433	527.538	527.538	527.867
2906.75	531.795	527.820	527.925	527.925	528.282
2907.30	532.302	528.189	528.298	528.298	528.687
2907.85	532.841	528.579	528.696	528.696	529.120
2908.40	533.375	528.980	529.108	529.108	529.568
2908.95	533.926	529.403	529.544	529.544	530.039
2909.50	534.459	529.867	530.023	530.023	530.546
2910.05	534.994	530.343	530.514	530.514	531.064
2910.60	535.508	530.859	531.041	531.041	531.592
2911.15	536.044	531.405	531.595	531.595	532.147
2911.70	536.575	531.968	532.160	532.160	532.708
2912.25	537.113	532.540	532.731	532.731	533.273
2912.80	537.652	533.114	533.301	533.301	533.833
2913.35	538.194	533.659	533.840	533.840	534.369
2913.90	538.784	534.234	534.409	534.409	534.937
2914.45	539.391	534.801	534.975	534.975	535.515
2915.00	539.991	535.356	535.530	535.530	536.085
2915.55	540.589	535.911	536.087	536.087	536.649
2916.10	541.188	536.470	536.648	536.648	537.219
2916.65	541.788	537.040	537.222	537.222	537.802
2917.20	542.381	537.611	537.800	537.800	538.390
2917.75	542.964	538.189	538.387	538.387	538.987
2918.30	543.554	538.780	538.980	538.980	539.584
2918.85	544.149	539.382	539.579	539.579	540.180
2919.40	544.758	539.976	540.172	540.172	540.779
2919.95	545.367	540.563	540.758	540.758	541.375
2920.50	545.985	541.151	541.344	541.344	541.965
2921.05	546.604	541.742	541.932	541.932	542.558
2921.60	547.202	542.339	542.531	542.531	543.156
2922.15	547.746	542.888	543.083	543.083	543.706
2922.70	548.280	543.443	543.643	543.643	544.262
2923.25	548.818	544.023	544.226	544.226	544.838
2923.80	549.348	544.620	544.824	544.824	545.423
2924.35	549.855	545.227	545.427	545.427	546.002
2924.90	550.322	545.812	546.007	546.007	546.550
2925.45	550.761	546.340	546.525	546.525	547.033
2926.00	551.208	546.868	547.043	547.043	547.517
2926.55	551.673	547.354	547.524	547.524	548.000
2927.10	552.129	547.832	547.996	547.996	548.474
2927.65	552.607	548.340	548.497	548.497	548.971
2928.20	553.047	548.813	548.963	548.963	549.427
2928.75	553.481	549.288	549.428	549.428	549.870
2929.30	553.874	549.719	549.854	549.854	550.276
2929.85	554.250	550.130	550.263	550.263	550.667
2930.40	554.604	550.546	550.683	550.683	551.070
2930.95	554.948	550.961	551.106	551.106	551.475
2931.50	555.265	551.403	551.546	551.546	551.881
2932.05	555.563	551.830	551.970	551.970	552.269
2932.60	555.844	552.233	552.363	552.363	552.626
2933.15	556.126	552.624	552.743	552.743	552.975
2933.70	556.411	552.981	553.091	553.091	553.305
2934.25	556.719	553.343	553.443	553.443	553.647
2934.80	557.013	553.667	553.759	553.759	553.962
2935.35	557.308	553.972	554.058	554.058	554.264
2935.90	557.616	554.280	554.359	554.359	554.571
2936.45	557.911	554.547	554.622	554.622	554.840
2937.00	558.214	554.815	554.887	554.887	555.113
2937.55	558.514	555.046	555.118	555.118	555.356
2938.10	558.823	555.280	555.353	555.353	555.606
2938.65	559.133	555.493	555.570	555.570	555.847
2939.20	559.461	555.732	555.814	555.814	556.116
2939.75	559.778	555.974	556.062	556.062	556.389
2940.30	560.077	556.216	556.309	556.309	556.655
2940.85	560.352	556.449	556.547	556.547	556.905
2941.40	560.625	556.693	556.795	556.795	557.159
2941.95	560.890	556.935	557.039	557.039	557.406
2942.50	561.149	557.182	557.291	557.291	557.658
2943.05	561.404	557.428	557.540	557.540	557.907
2943.60	561.649	557.673	557.790	557.790	558.157
2944.15	561.889	557.920	558.042	558.042	558.409
2944.70	562.130	558.187	558.314	558.314	558.679
2945.25	562.357	558.452	558.582	558.582	558.944
2945.80	562.582	558.729	558.861	558.861	559.216
2946.35	562.799	559.010	559.140	559.140	559.477
2946.90	563.015	559.298	559.423	559.423	559.737
2947.45	563.225	559.574	559.692	559.692	559.985
2948.00	563.433	559.848	559.958	559.958	560.231
2948.55	563.636	560.107	560.213	560.213	560.470
2949.10	563.841	560.368	560.469	560.469	560.710
2949.65	564.039	560.618	560.714	560.714	560.941
2950.20	564.238	560.868	560.961	560.961	561.174
2950.75	564.432	561.112	561.201	561.201	561.401
2951.30	564.627	561.362	561.447	561.447	561.633
2951.85	564.815	561.609	561.689	561.689	561.860
2952.40	564.994	561.837	561.912	561.912	562.070
2952.95	565.179	562.067	562.139	562.139	562.282
2953.50	565.365	562.287	562.355	562.355	562.490
2954.05	565.554	562.509	562.574	562.574	562.700
2954.60	565.745	562.735	562.796	562.796	562.915
2955.15	565.933	562.956	563.014	563.014	563.126
2955.70	566.114	563.164	563.220	563.220	563.326
2956.25	566.298	563.373	563.427	563.427	563.527
2956.80	566.484	563.582	563.633	563.633	563.728
2957.35	566.671	563.787	563.836	563.836	563.928
2957.90	566.857	563.989	564.036	564.036	564.126
2958.45	567.047	564.191	564.237	564.237	564.324
2959.00	567.231	564.387	564.431	564.431	564.515
2959.55	567.420	564.589	564.632	564.632	564.712
2960.10	567.602	564.783	564.825	564.825	564.900
2960.65	567.781	564.966	565.009	565.009	565.083
2961.20	567.969	565.161	565.204	565.204	565.276
2961.75	568.161	565.366	565.407	565.407	565.478
2962.30	568.346	565.561	565.602	565.602	565.670
2962.85	568.532	565.756	565.796	565.796	565.861
2963.40	568.716	565.946	565.986	565.986	566.050
2963.95	568.905	566.141	566.180	566.180	566.243
2964.50	569.093	566.336	566.375	566.375	566.436
2965.05	569.285	566.535	566.574	566.574	566.633
2965.60	569.474	566.733	566.771	566.771	566.829
2966.15	569.656	566.924	566.961	566.961	567.017
2966.70	569.845	567.117	567.154	567.154	567.209
2967.25	570.034	567.309	567.345	567.345	567.399
2967.80	570.228	567.504	567.539	567.539	567.593
2968.35	570.419	567.696	567.731	567.731	567.786
2968.90	570.612	567.891	567.926	567.926	567.981
2969.45	570.807	568.087	568.122	568.122	568.177
2970.00	571.001	568.283	568.317	568.317	568.373
2970.55	571.194	568.476	568.510	568.510	568.565
2971.10	571.390	568.672	568.706	568.706	568.761
2971.65	571.585	568.868	568.903	568.903	568.956
2972.20	571.780	569.063	569.097	569.097	569.151
2972.75	571.977	569.258	569.292	569.292	569.345
2973.30	572.178	569.454	569.489	569.489	569.543
2973.85	572.378	569.647	569.683	569.683	569.738
2974.40	572.583	569.850	569.886	569.886	569.943
2974.95	572.790	570.057	570.093	570.093	570.150
2975.50	572.991	570.261	570.297	570.297	570.354
2976.05	573.193	570.465	570.501	570.501	570.557
2976.60	573.392	570.662	570.697	570.697	570.754
2977.15	573.608	570.876	570.912	570.912	570.968
2977.70	573.814	571.083	571.119	571.119	571.175
2978.25	574.016	571.285	571.321	571.321	571.377
2978.80	574.217	571.485	571.522	571.522	571.576
2979.35	574.428	571.698	571.735	571.735	571.788
2979.90	574.631	571.905	571.942	571.942	571.994
2980.45	574.837	572.120	572.156	572.156	572.207
2981.00	575.040	572.333	572.369	572.369	572.417
2981.55	575.244	572.548	572.583	572.583	572.628
2982.10	575.452	572.765	572.800	572.800	572.842
2982.65	575.654	572.972	573.007	573.007	573.045
2983.20	575.861	573.182	573.217	573.217	573.254
2983.75	576.076	573.397	573.432	573.432	573.470
2984.30	576.297	573.614	573.649	573.649	573.690
2984.85	576.523	573.835	573.870	573.870	573.913
2985.40	576.749	574.054	574.089	574.089	574.136
2985.95	576.981	574.279	574.313	574.313	574.364
2986.50	577.214	574.502	574.536	574.536	574.591
2987.05	577.447	574.725	574.758	574.758	574.816
2987.60	577.684	574.949	574.982	574.982	575.042
2988.15	577.932	575.184	575.219	575.219	575.280
2988.70	578.166	575.409	575.445	575.445	575.506
2989.25	578.402	575.644	575.681	575.681	575.740
2989.80	578.645	575.895	575.933	575.933	575.988
2990.35	578.883	576.149	576.188	576.188	576.237
2990.90	579.114	576.401	576.440	576.440	576.481
2991.45	579.352	576.664	576.702	576.702	576.735
2992.00	579.592	576.929	576.967	576.967	576.992
2992.55	579.836	577.200	577.237	577.237	577.254
2993.10	580.084	577.471	577.507	577.507	577.518
2993.65	580.335	577.733	577.767	577.767	577.777
2994.20	580.598	577.995	578.028	578.028	578.040
2994.75	580.878	578.253	578.285	578.285	578.305
2995.30	581.193	578.525	578.557	578.557	578.592
2995.85	581.507	578.780	578.813	578.813	578.866
2996.40	581.846	579.036	579.071	579.071	579.146
2996.95	582.213	579.311	579.349	579.349	579.447
2997.50	582.592	579.560	579.602	579.602	579.727
2998.05	582.999	579.829	579.876	579.876	580.030
2998.60	583.449	580.100	580.155	580.155	580.351
2999.15	583.928	580.401	580.465	580.465	580.704
2999.70	584.446	580.744	580.819	580.819	581.105
3000.25	584.984	581.130	581.216	581.216	581.540
3000.80	585.485	581.506	581.603	581.603	581.956
3001.35	585.990	581.916	582.026	582.026	582.406
3001.90	586.521	582.368	582.494	582.494	582.900
3002.45	587.034	582.842	582.981	582.981	583.408
3003.00	587.620	583.398	583.550	583.550	583.997
3003.55	588.205	584.023	584.170	584.170	584.609
3004.10	588.778	584.642	584.784	584.784	585.211
3004.65	589.314	585.248	585.385	585.385	585.782
3005.20	589.830	585.849	585.982	585.982	586.348
3005.75	590.337	586.466	586.599	586.599	586.932
3006.30	590.816	587.051	587.182	587.182	587.486
3006.85	591.301	587.640	587.764	587.764	588.044
3007.40	591.862	588.243	588.356	588.356	588.631
3007.95	592.474	588.874	588.973	588.973	589.252
3008.50	593.083	589.448	589.541	589.541	589.822
3009.05	593.666	589.991	590.079	590.079	590.363
